id,X,Y,M,V
2999,-197.9684,-165.90762,135.40053,0.69263905
3000,-274.3402,43.839024,73.21467,0.48459
3001,-235.53822,-154.49791,139.8107,0.33044058
3002,347.79504,-329.1118,114.86988,0.46567982
3003,-17.717836,-211.96707,73.24382,0.39918953
3004,-332.7878,-359.8147,117.836205,0.4639397
3005,237.21806,316.74762,161.28998,0.2312457
3006,318.1641,-182.20433,147.60411,0.6275509
3007,-156.44995,120.71162,28.542433,0.6468105
3008,-41.370316,90.71704,157.2526,0.5932412
3009,-180.77173,354.9673,142.50916,0.38421327
3010,-128.83755,257.37027,49.82289,0.23492986
3011,129.51225,8.7914095,151.13634,0.89340013
3012,-336.78305,248.03088,149.5268,0.36659616
3013,180.30122,-275.19827,119.74441,0.2125631
3014,-409.3028,-203.7761,62.651184,0.78518003
3015,-274.49823,399.40598,98.20936,0.6903254
3016,-258.15915,322.99725,36.249386,0.65752196
3017,105.516106,-167.37068,127.429146,0.43766838
3018,51.191635,217.98317,58.723095,0.56908673
3019,59.142212,-68.90176,38.82562,0.65319294
3020,-377.5439,139.95105,161.12796,0.86159676
3021,-324.8532,114.70796,110.775375,0.23041695
3022,-392.45038,183.96596,66.59247,0.5063687
3023,83.68061,-97.4307,101.3779,0.4172685
3024,-7.3241215,-353.5132,60.811478,0.97299165
3025,319.50345,382.7595,53.621826,0.9134243
3026,-162.27274,395.35403,131.4802,0.30990094
3027,-104.99065,324.25854,103.512276,0.7418549
3028,-317.62592,111.74714,148.85071,0.22348326
3029,146.0471,-29.93892,157.81445,0.20247501
3030,-233.48738,297.5437,79.88007,0.38224036
3031,402.31058,103.039795,66.91871,0.6438044
3032,-137.25226,-331.2576,132.85077,0.6398683
3033,203.38135,305.24466,171.35576,0.79064107
3034,-177.54929,-174.36293,43.801037,0.8114976
3035,353.43338,8.879484,154.41623,0.64100474
3036,-53.20543,397.895,118.25061,0.5691916
3037,133.32008,-90.390686,164.34854,0.37894076
3038,-320.51196,-105.347565,139.34695,0.8603272
3039,-114.367004,282.172,25.39876,0.69581664
3040,-302.65106,-112.779396,42.416843,0.5493265
3041,-2.2467213,-270.42484,122.73411,0.19055027
3042,-31.607119,181.63844,82.33344,0.5435186
3043,19.607222,78.64283,48.967476,0.40966588
3044,-98.98732,1.4857619,41.121143,0.7246042
3045,-375.5121,265.1731,131.08212,0.7484874
3046,178.63458,297.12805,88.840034,0.59969705
3047,364.93347,-81.912445,161.45023,0.28395504
3048,152.83267,335.2347,65.05755,0.76712173
3049,61.242966,-217.24474,173.13351,0.47858155
3050,-331.02127,-43.747982,52.192074,0.81164885
3051,4.2540874,306.0548,34.870045,0.31222683
3052,-258.0516,-292.95657,156.96162,0.2684272
3053,-52.397552,-94.95996,125.98672,0.54032254
3054,-292.16296,207.3842,94.99238,0.35080844
3055,218.78983,53.140415,73.92857,0.47294158
3056,-151.47119,373.36096,120.29276,0.2440353
3057,346.22403,210.59143,63.135548,0.3912447
3058,41.914635,-208.89104,123.00402,0.56083983
3059,61.492508,-72.293884,87.36832,0.18642622
3060,205.28386,94.20587,120.53837,0.2981363
3061,-115.195366,-24.573996,74.580124,0.85648817
3062,-66.6876,-138.6238,83.61506,0.84833413
3063,321.36484,316.27786,129.62796,0.31787342
3064,271.09628,-42.249973,34.079033,0.22519356
3065,-376.44073,273.0498,96.690346,0.81970304
3066,-59.74038,-375.56192,146.79868,0.542202
3067,-20.00136,373.8113,39.346073,0.4643902
3068,31.27429,168.34532,26.26465,0.7081783
3069,-18.884157,-84.06004,25.826433,0.4037103
3070,-40.305527,28.572374,111.74497,0.22985357
3071,341.8142,-256.75143,103.83779,0.8777754
3072,218.7299,-204.02821,84.11121,0.86847764
3073,269.4067,232.83377,76.93536,0.9541148
3074,145.55125,-185.0902,95.91352,0.7536531
3075,184.47147,-74.38587,167.27655,0.49722433
3076,-359.79962,-316.39688,95.81385,0.28367275
3077,-10.990175,298.37033,183.97131,0.55680627
3078,-377.99567,-226.95007,85.82396,0.5392933
3079,98.61522,315.20102,30.773054,0.5785296
3080,129.68062,215.17998,136.0013,0.21775764
3081,-124.428925,93.372734,37.111702,0.54485273
3082,-57.83513,327.69443,96.9878,0.29175407
3083,380.64313,241.39186,47.653942,0.822546
3084,-160.95056,30.083094,53.849724,0.35869294
3085,-54.246033,-207.26685,86.99338,0.6036766
3086,-329.41257,334.78165,38.608795,0.7202863
3087,182.03465,-331.56418,158.4277,0.57636017
3088,307.01917,200.44594,165.14352,0.30811864
3089,175.63303,345.33957,71.54707,0.51323384
3090,176.52888,-391.1214,135.30846,0.7288087
3091,257.46658,-179.70581,107.57429,0.45912224
3092,-147.63576,266.31604,135.42815,0.6159281
3093,-187.57968,-403.03674,95.39077,0.35924608
3094,-389.70172,168.7819,142.49463,0.75533575
3095,163.65482,161.68254,85.566345,0.62050897
3096,177.20793,-184.52931,81.82493,0.312923
3097,-131.71352,-62.05201,121.99581,0.7137764
3098,220.79654,-381.28403,80.97462,0.5152485
3099,-269.06555,-146.43913,55.00629,0.49077922
3100,65.1039,409.12387,139.63785,0.75344574
3101,197.76382,406.8323,133.53471,0.513467
3102,-237.31886,-164.43903,79.71938,0.66983294
3103,293.81573,-31.07216,69.34795,0.22023231
3104,252.05904,17.114317,120.514114,0.70384103
3105,338.9875,349.36835,116.60418,0.77468145
3106,-141.03522,251.21716,136.67175,0.24718112
3107,264.406,-190.3578,160.82568,0.24184519
3108,256.9769,-182.65816,27.005571,0.5876704
3109,161.41393,63.904217,88.734955,0.8063082
3110,111.89017,-329.47644,44.117657,0.39359754
3111,50.581985,-48.11305,126.50449,0.67205244
3112,-76.44339,-381.86172,83.70798,0.7067726
3113,336.39526,-317.2022,104.89744,0.46654952
3114,-304.92975,294.76425,133.6984,0.19011527
3115,211.4456,-104.328316,132.47614,0.33072108
3116,6.824232,202.65448,167.18521,0.6202914
3117,135.2776,268.19058,106.85208,0.4772784
3118,-175.79436,272.49698,166.18036,0.5180066
3119,-332.70746,-61.952805,84.13436,0.38070744
3120,-256.2502,-114.985176,77.09994,0.65470815
3121,196.06471,91.04953,26.279722,0.5883171
3122,-200.69746,-382.56583,52.81277,0.50287026
3123,0.6655713,363.58246,139.05289,0.41658336
3124,-80.844505,-185.1512,26.889772,0.75758094
3125,309.1509,-48.145794,32.523575,0.55904126
3126,230.37175,-362.79892,132.36711,0.2462365
3127,-91.71779,-59.48705,141.93863,0.3626799
3128,-155.53014,-241.71855,120.319664,0.493546
3129,380.24762,-297.92584,69.451935,0.62628555
3130,-273.18677,239.2054,88.13253,0.5886308
3131,145.87526,124.13497,95.99386,0.21363622
3132,54.844543,295.04507,126.261826,1.1026939
3133,-41.470535,-102.25538,132.9201,0.26795894
3134,295.05475,270.0136,25.296957,0.74694294
3135,-276.81992,326.67987,93.2969,0.2354185
3136,-209.85524,39.06945,98.27422,0.5898101
3137,331.52908,-54.726948,120.13499,0.4076894
3138,-110.622925,244.22673,59.246937,0.86192256
3139,27.89372,3.5958254,100.666954,0.72526526
3140,278.2659,128.70946,25.63627,0.70590454
3141,41.284164,94.853035,99.8669,0.38913697
3142,-15.928263,-390.83102,104.90236,0.41385514
3143,-52.334717,26.615442,159.47105,0.67964023
3144,-306.0349,-366.2514,145.02908,0.5371259
3145,168.17635,165.33243,52.654873,0.71492773
3146,-202.08017,304.07867,30.701635,0.5890915
3147,215.25807,296.53983,113.69439,0.19682306
3148,-185.1444,270.61703,27.745155,0.25675935
3149,369.47125,247.72911,72.97991,0.36367375
3150,-394.66132,-135.228,38.800804,0.28912753
3151,-115.64502,336.52963,70.178955,0.21353477
3152,104.67981,377.92914,52.771603,0.5612055
3153,-369.02496,-115.545616,84.41534,0.37304777
3154,25.061796,333.3397,151.09123,0.48433572
3155,-212.89323,-307.33847,153.5658,0.2716747
3156,331.50024,297.16016,33.5742,0.23858911
3157,266.698,62.56144,145.90717,0.4186507
3158,-25.291056,-331.59152,48.266922,0.53141195
3159,-89.47795,-333.58884,117.23313,0.7636648
3160,-94.52783,-4.429263,155.68143,0.88773507
3161,65.8013,-353.49057,72.38225,0.5768747
3162,308.49228,-152.28206,122.57719,0.83118266
3163,1.3050365,144.04582,31.203655,0.31698424
3164,306.07758,45.881954,80.84016,0.2257672
3165,-314.6128,171.92747,135.62875,0.40012103
3166,-296.73865,357.75543,50.09872,0.34137422
3167,356.25684,-117.04514,87.39439,0.27743822
3168,-272.88266,385.60184,65.95137,0.8095818
3169,381.50757,-181.65646,49.687565,0.26756996
3170,235.40504,-206.63528,54.208126,0.39524144
3171,-304.42078,-401.9808,67.93648,0.2450983
3172,205.89725,4.4760036,88.79499,0.36210734
3173,-250.77692,-377.01898,128.49167,0.71118844
3174,-54.012833,-337.2086,169.89546,0.34942406
3175,317.35663,285.43228,152.32397,0.90673345
3176,-280.7958,-185.32677,55.139065,0.7962895
3177,186.2791,-253.5176,159.70625,0.54259884
3178,106.31094,7.0978756,35.64076,0.6965869
3179,269.82068,54.86029,119.69867,0.43204996
3180,-329.09668,177.96178,27.369623,0.7129233
3181,-385.17816,278.1403,62.081654,0.61207366
3182,-60.02173,-49.16348,106.92951,0.41652125
3183,-145.6819,-173.70262,46.3408,0.3275203
3184,-237.35593,-285.65982,27.016027,0.88804233
3185,-353.02737,234.32893,46.760487,0.5532574
3186,-231.08424,-151.0539,137.76399,0.5663144
3187,-99.83026,92.59298,126.64689,0.63796467
3188,-108.46799,-241.74115,65.75164,0.20682508
3189,28.65872,321.59552,28.638117,0.4603235
3190,249.21622,73.48783,26.193016,0.58797187
3191,-62.39637,-127.35667,51.704834,0.5452971
3192,181.17685,327.24084,132.10991,0.74016994
3193,-127.25685,220.15514,142.63954,0.9230595
3194,243.1699,113.68363,163.61646,0.63503355
3195,195.45525,146.84941,96.89931,0.6370767
3196,230.02596,249.84198,49.951656,0.19945365
3197,-94.022484,-293.7097,72.60842,0.57163626
3198,-354.36542,216.66039,74.59395,0.7674876
3199,356.92996,282.1321,158.15308,0.5729201
3200,-186.64207,-128.51146,44.191296,0.90180135
3201,354.0226,-177.06842,119.360405,0.25808984
3202,-218.51201,-403.4904,106.895195,0.43847084
3203,-227.18289,214.68153,50.47102,0.70177156
3204,-1.6907978,-94.23709,160.24155,0.6283534
3205,32.338303,-381.67416,145.91394,0.43746758
3206,-224.06638,-218.87051,105.39578,0.81934196
3207,-143.00366,334.29666,99.56582,0.84323055
3208,326.00024,-163.8993,137.535,0.93217343
3209,-290.2304,-22.23319,48.24387,0.595428
3210,166.43758,90.41227,123.49571,0.7149182
3211,179.79704,52.77278,91.57651,0.6051056
3212,-390.08777,-12.891228,44.143337,0.6547034
3213,74.597534,32.28762,132.37263,0.35813814
3214,-163.01857,-215.33946,25.821596,0.27704602
3215,-50.88643,353.7546,65.24197,0.49057978
3216,70.60832,-403.1183,81.40235,0.71452016
3217,72.9025,382.85037,149.48207,0.6245207
3218,318.89792,-64.053505,34.457676,1.0814685
3219,102.06381,-185.4085,65.18559,0.49342185
3220,-183.97446,-268.91605,173.95212,0.51233727
3221,-355.4765,136.83244,162.80803,0.38413745
3222,263.43442,324.32278,158.95703,0.8886476
3223,134.41101,265.14694,120.07901,0.9210224
3224,192.6789,-276.73618,188.10374,0.78039485
3225,201.49928,-358.8361,35.784252,0.70342773
3226,89.11757,284.27213,117.46186,0.4168052
3227,74.55015,-333.11856,144.3118,0.69898504
3228,141.07367,253.44905,153.05475,0.9277032
3229,221.04674,-159.75285,111.41584,0.95215714
3230,325.76642,73.97424,65.050766,0.56161356
3231,313.28107,339.59143,102.62766,0.5070954
3232,111.75572,-121.37771,86.6408,0.23996943
3233,-164.52563,161.63237,78.71695,0.44385773
3234,-322.7627,-294.17075,60.193604,0.36608487
3235,-363.45728,301.35135,38.443996,0.51958793
3236,114.97795,-121.63846,139.47452,0.96630996
3237,162.27412,74.822975,164.85092,0.3096152
3238,38.161667,-236.42374,40.8193,0.80398965
3239,-289.67902,302.29288,162.99423,0.6892375
3240,-317.42575,-296.9088,39.28569,0.8901691
3241,323.0029,229.47893,84.310326,0.6193474
3242,-402.13428,-150.18773,67.42579,0.6650136
3243,30.65222,300.3038,145.35544,0.94761604
3244,-80.88393,-26.974514,147.97491,0.777603
3245,206.07655,-366.79794,117.35461,0.7228436
3246,-67.238815,183.46303,75.58046,0.3219468
3247,-401.53745,-87.84682,108.708015,0.71144193
3248,292.445,-342.42514,131.9661,0.8608878
3249,-320.92755,93.80795,80.103966,0.7830433
3250,375.5507,30.344137,126.05422,0.8938485
3251,110.451904,240.16173,79.32258,0.73380035
3252,26.093397,-85.27601,45.44438,0.22690636
3253,-49.284424,107.77383,47.87891,0.79515785
3254,273.66925,-169.31035,54.682285,0.20173568
3255,-232.67723,-337.214,89.82122,0.49925935
3256,198.04283,-305.86234,57.58273,0.57088065
3257,335.8073,50.53867,77.12947,0.9390304
3258,364.30948,182.0883,134.32259,0.7836992
3259,238.6398,-216.69466,171.20685,0.69639033
3260,-264.48767,-358.8492,153.25104,0.5233589
3261,-163.36569,247.07565,135.69182,0.47129083
3262,368.28845,61.94766,80.94985,0.4932992
3263,27.919111,-154.2531,103.55562,1.0950186
3264,68.27084,327.69644,158.80956,0.9452658
3265,-333.44287,73.27239,169.8125,0.71006614
3266,-337.04953,100.76078,63.891087,0.508323
3267,-129.67055,-202.53993,155.49466,0.7807955
3268,-317.0375,-77.83253,114.249725,0.941901
3269,-164.773,-189.56967,152.73744,0.56798023
3270,388.41953,134.20346,140.3206,0.63861495
3271,276.77155,377.55472,134.62387,0.32786447
3272,-234.57614,-358.3257,48.84515,0.44364423
3273,-155.0235,-61.986713,158.8534,0.20254046
3274,-203.30882,-282.23898,121.172874,0.5209753
3275,37.89392,226.74174,85.99513,0.9897757
3276,150.18695,283.36398,71.63258,0.5700688
3277,25.887938,281.54074,161.56639,0.68169135
3278,73.97812,-263.48038,110.46104,0.41042262
3279,267.77023,216.98987,111.82786,0.9432622
3280,253.75105,-47.530514,25.719084,0.39020556
3281,376.27737,-302.8065,84.92638,0.60028213
3282,386.24216,-129.82076,69.9652,0.5249582
3283,-352.78955,168.29091,71.84458,0.29595977
3284,332.6317,241.57005,94.32677,0.6728185
3285,-17.344393,-69.11902,26.395958,0.3984422
3286,-329.23502,-196.8434,130.45038,0.52451783
3287,211.88371,20.135872,111.699684,0.47331172
3288,319.50757,362.083,103.64857,0.7574263
3289,305.98358,-356.8309,133.41235,0.27567214
3290,59.9088,41.26974,71.77089,0.68833774
3291,65.99698,371.17374,65.49321,0.29892427
3292,227.65514,-153.73305,25.985468,0.43421537
3293,-97.70651,329.1655,58.28692,0.4337139
3294,293.53354,340.15543,154.4368,0.46346194
3295,-198.66649,-266.80972,136.86813,0.5225034
3296,-87.92282,119.99894,85.659874,0.5894797
3297,-43.95809,-295.59268,162.06662,0.76724666
3298,312.85638,-86.04842,64.15532,0.57933336
3299,179.37492,-28.470247,73.85313,0.6282409
3300,43.073685,184.4709,139.69652,0.7565731
3301,41.434464,-241.56136,136.10287,0.772389
3302,299.22464,364.61725,95.07385,0.3651746
3303,-178.7181,35.477062,60.77702,0.7535388
3304,-154.75475,53.72981,129.92168,0.55858696
3305,222.30681,119.65382,57.315723,0.7548067
3306,-222.08177,108.50297,168.00038,0.552874
3307,-43.432495,348.68246,132.812,0.48538908
3308,-53.963577,77.777885,85.66585,0.20956069
3309,-243.41556,-225.11934,108.04292,0.16861576
3310,-272.45184,9.145913,164.56863,0.9848868
3311,-317.4257,-317.93298,142.6142,1.2107444
3312,-305.96313,118.72486,118.3399,0.8137824
3313,-326.69775,-83.91445,43.981037,0.25838524
3314,53.620377,-169.87791,140.72057,0.738708
3315,94.61664,-172.61531,61.297424,0.59433776
3316,-45.31282,-139.41139,117.86343,0.88581973
3317,-386.4422,-242.64632,170.3677,0.880539
3318,-259.60822,-68.903076,127.36257,0.61461335
3319,-324.72003,-192.05865,144.12115,0.88960844
3320,-375.51822,-26.092966,144.39937,0.74496585
3321,77.754776,-96.09512,72.60905,0.82788414
3322,289.17432,-377.2478,119.15242,0.53531873
3323,294.3577,32.85675,39.33899,0.54656905
3324,-131.23886,-70.28475,102.19782,0.20757467
3325,268.4264,-336.0383,26.06203,0.37642258
3326,-66.781845,36.870308,75.60655,0.3048038
3327,233.74632,297.33304,96.75637,0.2061767
3328,-116.52597,100.6242,116.011955,0.1975972
3329,282.77536,-367.94516,64.54563,0.32042474
3330,293.9819,34.46805,98.15602,0.7012597
3331,386.77484,-12.072481,99.37075,0.643624
3332,-172.1795,165.82121,27.129206,0.75017
3333,-51.916077,56.62648,70.31108,0.64220977
3334,-193.18675,-64.74459,128.64539,0.39949375
3335,-381.53424,37.308533,45.407513,0.43038386
3336,-13.879992,-217.31493,132.21349,0.4151879
3337,200.2551,81.83677,109.91572,0.37895435
3338,-324.2325,170.47284,40.302795,0.50338554
3339,148.4884,-214.94067,70.33452,0.632912
3340,314.41736,-327.1794,92.08962,0.26394886
3341,-113.62094,-222.29172,101.73757,0.34615546
3342,-11.350634,-105.553185,59.070484,0.8045618
3343,-205.29901,86.316795,161.06061,0.54553974
3344,294.72913,380.7036,68.322624,0.9424858
3345,109.08594,-26.07005,44.736423,0.5539554
3346,204.01782,144.30687,146.63666,0.5956471
3347,-215.81865,-316.63242,166.73154,0.39086086
3348,139.14986,-182.41539,26.501713,0.6534623
3349,-280.56522,-349.01907,69.74079,0.64637476
3350,178.51192,140.37762,129.2323,0.6419441
3351,28.291075,230.74442,51.263386,0.5741546
3352,-153.26411,101.44059,25.645136,0.3412866
3353,-100.79093,-69.93331,52.113224,0.71816915
3354,181.45967,-235.30638,28.453577,0.8372726
3355,139.10944,-254.09944,97.760414,0.515404
3356,-213.31093,356.4152,164.30588,0.5413503
3357,123.13181,16.376316,49.225933,0.9439969
3358,268.47565,334.7888,105.58158,0.84610486
