id,hhb,hbo2,ca,na
10368,6.1748796,3.8577588,8.030582,3.4559948
10369,8.337215,4.1779556,7.1390195,2.2784224
10370,11.425332,3.972665,6.9068956,3.039663
10371,0.36787558,2.6894634,4.744326,1.3534782
10372,8.540136,4.786786,8.582194,3.496301
10373,6.898949,3.7483778,8.553114,4.1311293
10374,8.841643,4.0246067,9.180894,2.6852086
10375,3.655508,3.2632644,9.4613495,2.6045964
10376,9.370166,4.3483105,10.258918,2.9898183
10377,7.992705,4.0811396,8.954022,2.2436304
10378,3.3072684,2.464625,7.174553,3.2758524
10379,6.2143435,3.649732,7.491449,3.143395
10380,7.790935,4.661209,11.838051,3.4302273
10381,8.44258,4.1177483,9.543979,3.8361394
10382,8.969977,5.106942,10.360485,2.0541015
10383,4.922372,3.402987,6.862787,2.2514133
10384,9.042029,3.6345983,9.189721,2.9920874
10385,4.8957644,3.7741365,11.306004,3.0553093
10386,10.45006,4.378237,9.976706,2.6909604
10387,8.648383,5.076237,10.217937,3.8212657
10388,7.6835947,4.220708,10.500113,3.338726
10389,5.435891,4.031498,11.828912,1.9522346
10390,12.8111315,4.7948775,9.4085,3.1331563
10391,9.756646,3.9886143,9.073735,2.7560472
10392,8.309074,4.4345503,10.749081,4.0010147
10393,5.1872563,3.9380991,4.817252,5.006515
10394,3.334395,4.3181477,5.9337306,2.614194
10395,6.037055,3.2356884,9.293974,1.8995982
10396,11.2791395,4.416483,9.300015,2.4817395
10397,5.876486,4.5501604,9.253778,4.0575695
10398,1.9785058,3.8697922,10.681778,3.1095686
10399,9.405989,3.7721574,9.003306,3.511667
10400,7.5500903,3.7138834,7.477489,3.2625926
10401,6.7730236,4.2461843,8.253466,2.5529306
10402,7.1320186,4.261696,9.366836,2.7386427
10403,12.838259,4.506167,10.6525,3.5885184
10404,10.196358,4.068137,9.685929,3.3377907
10405,3.1390057,3.0836275,10.761339,2.5082343
10406,9.0666,3.8642647,11.005885,1.2979546
10407,8.7114,4.107919,8.366913,2.1165528
10408,9.917165,4.3941174,9.853777,3.884286
10409,6.5563226,3.6461706,9.290976,2.7592337
10410,8.145136,4.3679924,9.024441,2.9436946
10411,3.0692186,3.7481353,11.137008,4.3485255
10412,3.5236218,3.0157263,6.5718193,4.197549
10413,6.758648,3.8168483,7.6961823,3.4861012
10414,5.2678804,3.6925297,7.6540804,3.6373339
10415,9.599385,4.2081,9.266516,3.6082702
10416,7.5781193,4.5379395,9.415653,3.6464586
10417,5.112939,4.238784,9.961376,3.2451365
10418,5.451067,4.151661,9.286076,2.4881659
10419,7.0727086,4.628212,9.150245,3.445686
10420,9.313132,4.395807,7.734444,3.5688713
10421,9.683728,4.243652,10.396072,4.485262
10422,7.6445265,3.8019125,6.320212,2.8618042
10423,9.965307,5.6409774,10.301388,1.2235138
10424,12.271091,4.226959,9.230169,3.3065753
10425,10.2671585,3.7058175,7.9058094,2.429358
10426,10.93417,4.748277,8.287611,3.5606492
10427,6.5226173,4.0786543,8.759589,3.8837414
10428,8.216628,4.1473913,11.845582,3.3960116
10429,5.9463983,3.637357,8.266262,4.6473527
10430,7.69694,3.1090624,5.7518206,3.364202
10431,9.397325,4.081707,8.622868,2.3840256
10432,9.766887,4.60268,9.05974,2.3423169
10433,11.154939,3.5533087,10.30326,3.804011
10434,12.107522,5.0601716,10.700043,2.9553454
10435,9.045873,3.4145236,8.354139,3.5721416
10436,6.7837005,4.15621,8.60476,2.3428476
10437,8.911074,4.643068,11.048951,2.9813433
10438,7.4342957,4.365652,10.8300495,2.8095598
10439,6.0398574,3.7757323,7.0400705,3.2952137
10440,11.9472475,3.9584756,7.379319,3.5314538
10441,8.51447,3.9374104,7.981132,1.5953945
10442,11.206812,4.149939,8.204316,2.9658341
10443,5.747276,4.034094,9.784865,3.9571657
10444,12.5953,4.871863,7.9012623,3.5496686
10445,14.706976,5.0762014,9.288866,1.6432853
10446,7.723567,4.1018143,10.461652,2.6613429
10447,3.9539597,3.2661402,8.221152,2.492075
10448,4.6393366,4.4747133,10.345447,2.1126246
10449,5.586485,4.554491,10.29827,2.8079429
10450,8.147835,2.7556615,9.122141,2.6016521
10451,9.792702,5.125934,9.336701,1.1713359
10452,12.808784,4.55143,11.078744,2.9898803
10453,5.7606726,3.9685516,9.226719,2.7953846
10454,11.82619,4.2958336,9.413426,4.2719684
10455,7.2463555,4.078066,9.43138,2.8429492
10456,7.77708,4.605147,8.889857,4.5532036
10457,6.070057,3.6632078,10.145324,3.3435376
10458,10.76691,4.5765595,10.009229,4.7557397
10459,7.7422175,3.54742,10.65259,0.6473901
10460,8.65216,4.0320015,10.217506,2.3327835
10461,4.469493,3.093541,9.210516,2.4500623
10462,4.4769745,3.2727056,6.5796747,1.3751131
10463,4.590514,3.859521,8.66118,1.0176792
10464,13.210116,4.3861065,10.767323,1.8561162
10465,6.614523,3.828798,10.195165,3.0098367
10466,9.517509,4.1044784,7.929164,3.7821975
10467,9.483921,4.716376,12.85254,1.7763926
10468,6.863787,2.5765781,7.9508467,2.3602574
10469,8.492656,3.6653802,9.905425,2.5458934
10470,9.264076,4.463256,10.829822,3.9886086
10471,4.4516926,3.8237917,6.083492,3.2024257
10472,12.603701,4.513521,9.898479,4.004387
10473,2.327662,3.473164,7.6172023,2.877792
10474,10.463568,3.9501598,11.15549,3.7959518
10475,5.798956,3.4750252,11.867662,3.1921165
10476,8.708087,3.3941846,10.607662,2.6395574
10477,11.999933,4.0101185,11.560309,4.0454264
10478,7.201038,4.2979317,6.657819,2.6089175
10479,5.361583,3.2259667,10.0166645,1.9037136
10480,9.52472,4.2335854,11.352872,3.5826216
10481,8.556976,4.130273,8.182492,3.2655108
10482,9.768997,4.317848,10.014466,3.6866388
10483,10.569369,4.8710775,9.934614,2.8748927
10484,7.437264,4.6077986,10.805976,2.6189048
10485,4.9964614,3.8562844,6.1914907,2.4892416
10486,10.163738,4.725119,7.3108788,3.559561
10487,11.275533,4.1685953,10.963908,2.6213663
10488,10.029373,4.5070977,11.051866,3.7160378
10489,9.505237,4.807809,9.815059,4.0821433
10490,6.3149652,4.114513,7.898974,2.5589995
10491,8.003532,4.3904486,10.841712,2.1834676
10492,8.662506,4.168869,9.819692,2.435313
10493,7.3903937,3.4506373,9.858168,3.6664598
10494,5.1379766,3.5304248,9.795499,2.161158
10495,5.723198,3.7978477,8.913536,4.2522926
10496,4.8044033,4.288734,5.7956314,4.9040527
10497,6.4814863,3.5935297,6.7930884,4.2022643
10498,9.066908,4.4577923,8.729064,0.88675225
10499,10.263215,3.6131744,8.460305,5.1449814
10500,12.195477,3.5544086,6.0429454,4.474084
10501,4.291784,4.293952,11.230982,3.6284595
10502,5.202249,3.4974136,4.509754,3.8852088
10503,8.215989,4.2259207,7.9352565,2.5571668
10504,8.301524,4.349506,5.4388986,2.3437302
10505,4.1574855,3.7108943,4.0378666,3.3467267
10506,7.5876913,2.948945,2.378852,2.443473
10507,5.803212,5.101633,13.107337,2.7234695
10508,9.366205,3.1137388,9.15924,2.5196817
10509,12.07423,3.6214046,9.367054,3.3195078
10510,2.7560112,3.8668766,9.482211,2.366063
10511,6.979908,3.7144077,7.4566636,2.9474633
10512,6.3300753,4.026341,6.8922544,2.4246469
10513,10.753302,4.6343436,7.750451,4.1155453
10514,9.852996,3.5535882,9.9310875,2.2049475
10515,11.024236,5.0301075,11.7641115,2.9815757
10516,10.413041,3.9149172,7.8123775,2.8474004
10517,5.502412,4.290511,9.469799,3.0395033
10518,10.493608,4.482316,9.906844,2.9904325
10519,8.572659,5.326187,9.03695,1.7842944
10520,6.22001,4.412718,7.5910387,2.759369
10521,4.731633,3.864829,10.336401,0.9000455
10522,5.4665427,4.5225,9.762222,3.298501
10523,11.114027,4.5161214,10.470068,4.3322744
10524,10.47027,3.2182488,7.7335215,6.198823
10525,4.6884837,3.084665,8.420269,5.229354
10526,7.514213,3.3312213,11.54565,1.923849
10527,5.7264104,4.001064,8.030249,2.4868784
10528,11.025677,4.629301,9.900002,2.364135
10529,8.1444025,4.0395603,9.189572,2.366015
10530,7.027758,3.656817,6.7594724,2.479435
10531,6.946004,4.0931115,9.040352,3.2959573
10532,9.516191,4.5566287,13.19894,5.039389
10533,13.213441,4.7935023,9.716837,2.900045
10534,6.306342,4.163677,10.995391,3.385793
10535,5.573262,3.744707,9.999963,2.2717738
10536,8.580009,4.0222797,9.063335,3.4338136
10537,9.638985,4.1001525,7.4598565,3.2061975
10538,3.8706264,3.7946453,10.380262,2.319128
10539,7.644792,3.72625,6.2663736,3.3558524
10540,9.895288,4.872955,11.405425,2.9793975
10541,5.797482,3.9863892,8.296432,2.613806
10542,6.3356233,4.0979376,10.481919,2.9780228
10543,11.489865,4.522818,10.853224,3.8416827
10544,12.958024,3.4048889,10.155044,5.2951965
10545,12.834447,3.8403902,9.228969,2.7177339
10546,11.535997,4.6492696,9.0022,2.3119001
10547,6.877201,4.032704,8.380474,2.2956038
10548,8.027733,3.6680105,6.7268324,2.83448
10549,10.443697,4.3150654,9.185364,2.6771717
10550,6.4933968,3.4306016,9.33667,3.0143745
10551,8.196251,5.09819,11.397394,2.6837807
10552,8.957689,5.022012,8.207077,3.7009914
10553,10.654741,5.696664,8.255748,3.134098
10554,8.197301,3.781211,7.8619266,3.1412973
10555,8.828598,3.4071398,9.166614,2.6682286
10556,5.0338993,3.297074,5.0333943,5.141289
10557,1.5480953,4.3947515,10.274311,3.1774008
10558,7.797957,4.475153,10.9138565,2.375342
10559,9.346065,4.198325,9.446674,2.8487425
10560,8.89417,4.8006263,10.782464,3.167245
10561,8.4724245,5.2787104,5.826468,2.0766034
